Date,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,GIK_Per_Unit,Total_GIK,Partner,EI_Per_Unit,Total_EI,Partner_Address,Shipment_Type,Program
6/7/2023,1848,Footwear,Sneakers,Generic,Gently Used,11,NY,0.11,203.28,Company C,15.25,28182,"3 Partner Blvd, Company C Town, Region 03",Relief,General
6/9/2023,1084,Footwear,Boots,Brand C,Gently Used,12,Nashville,0,0,Company F,4.7,5094.8,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
6/21/2023,3127,Footwear,Boots,Generic,Worn,11,LA,0.03,93.81,Company H,5.2,16260.4,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,Winter
6/22/2023,2038,Footwear,Boots,Brand C,Gently Used,10,Atlanta,0.22,448.36,Company C,15.91,32424.58,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
6/22/2023,4436,Footwear,Sneakers,Brand A,Gently Used,7,LA,4115.4,18255914.4,Company F,4.09,18143.24,"6 Partner Blvd, Company F Town, Region 06",Relief,General
6/15/2023,3206,Footwear,Boots,Brand A,Gently Used,6,Nashville,46.96,150553.76,Company E,13.48,43216.88,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
6/26/2023,1343,Footwear,Sneakers,Brand B,Gently Used,11,LA,0.1,134.3,Company H,4.39,5895.77,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
6/19/2023,1566,Footwear,Sneakers,Generic,Gently Used,10,Chicago,0,0,Company H,5.9,9239.4,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
6/16/2023,3777,Footwear,Boots,Generic,Gently Used,6,Chicago,9.42,35579.34,Company A,1.22,4607.94,"1 Partner Blvd, Company A Town, Region 01",Relief,General
6/19/2023,1969,Footwear,Sneakers,Brand C,Gently Used,12,Nashville,29.6,58282.4,Company C,19.76,38907.44,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/22/2023,3404,Footwear,Sneakers,Brand B,Worn,5,Atlanta,203.91,694109.64,Company A,4.13,14058.52,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,School
6/19/2023,2355,Apparel,Coats,Brand B,New,XL,LA,408.1,961075.5,Company A,0.21,494.55,"1 Partner Blvd, Company A Town, Region 01",Relief,Winter
6/26/2023,2483,Apparel,Shirts,Brand A,Gently Used,XXL,NY,0.45,1117.35,Company E,10.94,27164.02,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
6/19/2023,5814,Footwear,Sneakers,Brand B,Gently Used,7,Nashville,3.38,19651.32,Company E,10.01,58198.14,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
6/27/2023,2552,Footwear,Sneakers,Brand A,Gently Used,6,NY,256.21,653847.92,Company C,14.97,38203.44,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/15/2023,2556,Footwear,Sneakers,Brand C,Gently Used,9,NY,5.8,14824.8,Company A,0,0,"1 Partner Blvd, Company A Town, Region 01",Relief,School
6/13/2023,4069,Footwear,Boots,Brand A,Gently Used,6,Nashville,0.65,2644.85,Company C,12.43,50577.67,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/26/2023,2973,Apparel,Shirts,Generic,Gently Used,XL,Chicago,16.67,49559.91,Company F,3.9,11594.7,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
6/16/2023,1307,Footwear,Boots,Brand C,Gently Used,5,NY,95.14,124347.98,Company C,11.84,15474.88,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/25/2023,1672,Footwear,Sneakers,Generic,New,5,Nashville,328.91,549937.52,Company A,0.86,1437.92,"1 Partner Blvd, Company A Town, Region 01",Relief,School
7/1/2023,2776,Footwear,Boots,Brand A,Gently Used,6,Chicago,0.04,111.04,Company C,15.2,42195.2,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
6/14/2023,1824,Footwear,Sneakers,Brand C,New,11,NY,12.67,23110.08,Company F,4.68,8536.32,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
7/1/2023,3035,Footwear,Sneakers,Generic,Gently Used,7,LA,1.99,6039.65,Company C,15.14,45949.9,"3 Partner Blvd, Company C Town, Region 03",Relief,General
6/29/2023,2630,Footwear,Sneakers,Generic,Gently Used,8,LA,0,0,Company F,4.07,10704.1,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
6/13/2023,1285,Apparel,Shirts,Brand C,Gently Used,L,LA,2.77,3559.45,Company J,2.36,3032.6,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,School
6/25/2023,2187,Footwear,Sneakers,Brand C,New,11,Chicago,5.41,11831.67,Company H,2.9,6342.3,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
6/11/2023,1823,Footwear,Sneakers,Generic,Gently Used,9,LA,200.44,365402.12,Company A,0.12,218.76,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,Winter
6/21/2023,2457,Footwear,Sneakers,Brand A,New,6,Chicago,1.3,3194.1,Company C,14.99,36830.43,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/10/2023,1989,Footwear,Boots,Brand C,Gently Used,7,NY,2654.47,5279740.83,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
6/27/2023,2270,Footwear,Boots,Brand A,Worn,12,NY,74.17,168365.9,Company E,15.34,34821.8,"5 Partner Blvd, Company E Town, Region 05",Relief,School
6/29/2023,1718,Apparel,Shirts,Brand B,Gently Used,XL,NY,21.92,37658.56,Company K,13.44,23089.92,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
6/28/2023,3373,Footwear,Boots,Brand C,Gently Used,11,Chicago,0.24,809.52,Company I,1.21,4081.33,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
7/2/2023,1547,Apparel,Coats,Generic,Gently Used,S,Atlanta,763.48,1181103.56,Company K,14.91,23065.77,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
6/27/2023,1233,Footwear,Boots,Brand C,New,5,Atlanta,0.03,36.99,Company C,14.6,18001.8,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/12/2023,3008,Footwear,Sneakers,Generic,Gently Used,9,NY,115.6,347724.8,Company E,13.87,41720.96,"5 Partner Blvd, Company E Town, Region 05",Relief,School
6/11/2023,2008,Footwear,Sneakers,Brand C,New,6,LA,8.72,17509.76,Company C,18.09,36324.72,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/22/2023,2984,Footwear,Boots,Brand C,New,8,Chicago,0.64,1909.76,Company E,14.13,42163.92,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
6/28/2023,3749,Apparel,Shirts,Brand A,Gently Used,XL,NY,0.59,2211.91,Company I,3.26,12221.74,"10 Partner Blvd, Company I Town, Region 10",Relief,General
6/19/2023,2281,Footwear,Boots,Brand C,Gently Used,10,LA,103.82,236813.42,Company E,11.26,25684.06,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
6/29/2023,1732,Apparel,Shirts,Brand C,Gently Used,XXL,Chicago,0.09,155.88,Company E,14.32,24802.24,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
6/13/2023,2625,Footwear,Boots,Brand B,Gently Used,12,Chicago,41.16,108045,Company C,17.71,46488.75,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/23/2023,2175,Apparel,Coats,Generic,Gently Used,S,LA,65.47,142397.25,Company F,3.99,8678.25,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
6/24/2023,3925,Apparel,Coats,Brand A,Gently Used,XL,Chicago,0.13,510.25,Company D,4.41,17309.25,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,General
6/17/2023,3345,Apparel,Coats,Generic,Gently Used,M,Atlanta,1.86,6221.7,Company C,17.21,57567.45,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
6/21/2023,4870,Footwear,Sneakers,Brand B,Gently Used,8,Chicago,187.64,913806.8,Company F,4.57,22255.9,"6 Partner Blvd, Company F Town, Region 06",Relief,General
6/29/2023,8233,Apparel,Coats,Generic,Gently Used,L,NY,20.26,166800.58,Company F,6.11,50303.63,"6 Partner Blvd, Company F Town, Region 06",Relief,General
7/4/2023,3687,Footwear,Sneakers,Brand C,Gently Used,10,NY,3.07,11319.09,Company C,14.32,52797.84,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
6/14/2023,2204,Footwear,Sneakers,Generic,Gently Used,12,Atlanta,15.89,35021.56,Company F,7.53,16596.12,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
6/12/2023,3855,Footwear,Boots,Brand C,Gently Used,8,Nashville,12.42,47879.1,Company K,12.31,47455.05,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,School
6/28/2023,1479,Footwear,Sneakers,Brand B,Gently Used,8,Atlanta,3.04,4496.16,Company L,9.74,14405.46,"13 Partner Blvd, Company L Town, Region 13",Relief,Winter
6/15/2023,2728,Footwear,Sneakers,Generic,New,12,Nashville,280.43,765013.04,Company E,13.58,37046.24,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
6/20/2023,2857,Footwear,Sneakers,Brand A,Gently Used,6,Atlanta,0.04,114.28,Company F,7.29,20827.53,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
6/27/2023,5973,Footwear,Sneakers,Brand A,Gently Used,11,Atlanta,209.93,1253911.89,Company E,16.13,96344.49,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
6/29/2023,4131,Footwear,Sneakers,Generic,Gently Used,11,Atlanta,0.67,2767.77,Company C,14.43,59610.33,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/17/2023,6886,Apparel,Coats,Brand A,New,S,LA,159.94,1101346.84,Company E,12.62,86901.32,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
6/30/2023,1758,Apparel,Coats,Brand B,New,XXL,Atlanta,8.68,15259.44,Company C,11.18,19654.44,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
6/27/2023,2612,Footwear,Sneakers,Brand A,Gently Used,10,NY,34.72,90688.64,Company L,10.77,28131.24,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,Winter
6/20/2023,1047,Apparel,Coats,Brand A,New,XL,Chicago,0.71,743.37,Company E,11.14,11663.58,"5 Partner Blvd, Company E Town, Region 05",Relief,General
6/19/2023,1105,Footwear,Sneakers,Brand A,Gently Used,10,Chicago,0.28,309.4,Company C,11.92,13171.6,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
6/16/2023,1316,Footwear,Boots,Brand B,Gently Used,6,LA,2.26,2974.16,Company E,9.3,12238.8,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
6/24/2023,1620,Footwear,Sneakers,Brand C,Gently Used,6,Nashville,1.02,1652.4,Company K,10.76,17431.2,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
7/3/2023,1846,Footwear,Boots,Generic,Gently Used,8,NY,78.42,144763.32,Company C,17.35,32028.1,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
6/23/2023,4619,Footwear,Sneakers,Generic,Gently Used,12,LA,186.28,860427.32,Company C,11.38,52564.22,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
6/25/2023,3162,Footwear,Sneakers,Brand B,Gently Used,8,NY,271.58,858735.96,Company C,12.73,40252.26,"3 Partner Blvd, Company C Town, Region 03",Relief,General
6/20/2023,2711,Footwear,Boots,Brand B,New,9,NY,0.39,1057.29,Company H,5.3,14368.3,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
7/2/2023,3609,Footwear,Sneakers,Brand A,New,10,Chicago,33.48,120829.32,Company I,0.86,3103.74,"10 Partner Blvd, Company I Town, Region 10",Relief,General
7/6/2023,4393,Apparel,Shirts,Generic,Worn,M,Chicago,0.53,2328.29,Company C,14.43,63390.99,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/20/2023,1277,Footwear,Sneakers,Brand A,Gently Used,7,LA,0.18,229.86,Company D,6.27,8006.79,"4 Partner Blvd, Company D Town, Region 04",Relief,Winter
6/27/2023,805,Footwear,Sneakers,Brand B,New,7,NY,14.08,11334.4,Company A,1.67,1344.35,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,Winter
6/26/2023,1250,Apparel,Coats,Brand B,Gently Used,XL,NY,384.15,480187.5,Company K,14.53,18162.5,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,School
6/18/2023,815,Footwear,Sneakers,Brand C,Gently Used,12,Atlanta,40.97,33390.55,Company C,13.23,10782.45,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
6/21/2023,1749,Footwear,Sneakers,Generic,Gently Used,10,Atlanta,89.02,155695.98,Company F,4,6996,"6 Partner Blvd, Company F Town, Region 06",Relief,School
7/2/2023,5595,Footwear,Sneakers,Brand A,Worn,5,Nashville,0.05,279.75,Company E,11.94,66804.3,"5 Partner Blvd, Company E Town, Region 05",Relief,General
6/16/2023,1971,Footwear,Boots,Brand C,New,12,Chicago,158.8,312994.8,Company C,16.1,31733.1,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/28/2023,3494,Footwear,Boots,Brand C,New,5,Atlanta,10.2,35638.8,Company J,5.75,20090.5,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
6/21/2023,3501,Footwear,Sneakers,Brand B,Gently Used,8,Atlanta,0.15,525.15,Company H,2.51,8787.51,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
6/27/2023,1924,Footwear,Sneakers,Generic,Gently Used,6,LA,52.91,101798.84,Company E,14.87,28609.88,"5 Partner Blvd, Company E Town, Region 05",Relief,General
6/28/2023,2402,Footwear,Sneakers,Brand B,Gently Used,8,NY,262.4,630284.8,Company C,13.57,32595.14,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/24/2023,3563,Apparel,Shirts,Generic,Gently Used,XL,Nashville,0.8,2850.4,Company F,3.24,11544.12,"6 Partner Blvd, Company F Town, Region 06",Relief,School
6/20/2023,1622,Footwear,Sneakers,Brand C,Gently Used,7,Atlanta,0.71,1151.62,Company J,1.66,2692.52,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
6/24/2023,2107,Apparel,Shirts,Generic,Gently Used,S,NY,4.19,8828.33,Company F,2.16,4551.12,"6 Partner Blvd, Company F Town, Region 06",Relief,School
7/5/2023,3468,Apparel,Shirts,Brand B,New,L,Chicago,368.83,1279102.44,Company E,12.05,41789.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
7/7/2023,2616,Footwear,Sneakers,Brand C,Gently Used,5,NY,21.04,55040.64,Company F,3.27,8554.32,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
6/22/2023,3558,Footwear,Sneakers,Generic,Gently Used,5,NY,39.45,140363.1,Company F,1.02,3629.16,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
6/15/2023,2829,Footwear,Sneakers,Brand C,New,12,Chicago,51.48,145636.92,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,General
6/25/2023,2604,Apparel,Shirts,Brand A,Gently Used,S,NY,9.47,24659.88,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
6/23/2023,3477,Footwear,Sneakers,Brand B,Gently Used,11,Nashville,321.06,1116325.62,Company E,14.64,50903.28,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
6/15/2023,1227,Footwear,Boots,Brand B,Gently Used,5,NY,0.14,171.78,Company E,13.4,16441.8,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
7/4/2023,4130,Apparel,Coats,Brand A,New,XL,Atlanta,1.23,5079.9,Company C,14.48,59802.4,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
7/3/2023,2222,Footwear,Sneakers,Generic,New,5,NY,7.89,17531.58,Company C,16.9,37551.8,"3 Partner Blvd, Company C Town, Region 03",Relief,General
6/21/2023,2730,Apparel,Shirts,Brand A,Gently Used,XXL,Chicago,25.79,70406.7,Company F,5.54,15124.2,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
7/3/2023,887,Footwear,Sneakers,Brand C,Worn,7,Atlanta,53.55,47498.85,Company L,11.23,9961.01,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,General
6/23/2023,3201,Apparel,Coats,Brand B,New,S,NY,2283.79,7310411.79,Company C,15.9,50895.9,"3 Partner Blvd, Company C Town, Region 03",Relief,General
7/6/2023,3703,Footwear,Boots,Brand B,Gently Used,6,Nashville,1986.08,7354454.24,Company C,14.35,53138.05,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
7/7/2023,6079,Apparel,Shirts,Brand C,New,L,LA,33.57,204072.03,Company F,3.72,22613.88,"6 Partner Blvd, Company F Town, Region 06",Relief,General
6/18/2023,1511,Apparel,Shirts,Brand A,Gently Used,S,NY,22.31,33710.41,Company C,16.58,25052.38,"3 Partner Blvd, Company C Town, Region 03",Relief,General
7/6/2023,2664,Footwear,Sneakers,Brand A,Worn,12,NY,749.78,1997413.92,Company G,5.07,13506.48,"8 Partner Blvd, Company G Town, Region 08",Relief,General
7/4/2023,1969,Footwear,Sneakers,Brand C,Gently Used,7,Chicago,197.48,388838.12,Company F,6.45,12700.05,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
7/8/2023,2058,Apparel,Shirts,Generic,Worn,M,LA,1.52,3128.16,Company C,15.3,31487.4,"3 Partner Blvd, Company C Town, Region 03",Relief,General
7/7/2023,7333,Footwear,Boots,Brand C,Gently Used,7,Chicago,576.08,4224394.64,Company H,4.71,34538.43,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
6/22/2023,1234,Footwear,Boots,Brand A,New,10,LA,0.68,839.12,Company J,4.41,5441.94,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,School
7/6/2023,7573,Footwear,Sneakers,Brand C,New,10,LA,40.15,304055.95,Company K,18.28,138434.44,"12 Partner Blvd, Company K Town, Region 12",Relief,General
7/7/2023,2917,Footwear,Sneakers,Generic,Gently Used,10,Atlanta,4.69,13680.73,Company J,3.25,9480.25,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
6/28/2023,3265,Apparel,Shirts,Brand B,Gently Used,XXL,Atlanta,0.13,424.45,Company F,6.71,21908.15,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
6/18/2023,5055,Apparel,Coats,Brand A,Gently Used,M,Chicago,152.88,772808.4,Company I,1.34,6773.7,"10 Partner Blvd, Company I Town, Region 10",Relief,General
7/1/2023,4052,Footwear,Sneakers,Brand B,Gently Used,9,Nashville,10.77,43640.04,Company C,15.76,63859.52,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
7/9/2023,1307,Footwear,Sneakers,Brand B,Worn,12,Nashville,7.29,9528.03,Company B,1.59,2078.13,"2 Partner Blvd, Company B Town, Region 02",Relief,School
7/8/2023,5192,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,230.71,1197846.32,Company C,17.49,90808.08,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
7/9/2023,1678,Footwear,Sneakers,Generic,Gently Used,5,Atlanta,0.32,536.96,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
7/8/2023,3635,Footwear,Sneakers,Brand B,Gently Used,8,Chicago,0.36,1308.6,Company C,15.71,57105.85,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/25/2023,4500,Footwear,Boots,Brand A,Gently Used,8,Chicago,0.8,3600,Company C,17.09,76905,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/22/2023,2873,Footwear,Sneakers,Brand C,Gently Used,5,NY,124.33,357200.09,Company K,11.6,33326.8,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,Winter
6/30/2023,1577,Footwear,Sneakers,Brand C,Gently Used,5,NY,666.04,1050345.08,Company F,1.13,1782.01,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
6/27/2023,1618,Apparel,Coats,Generic,New,XXL,Chicago,1.43,2313.74,Company A,0,0,"1 Partner Blvd, Company A Town, Region 01",Relief,General
7/9/2023,2841,Footwear,Boots,Generic,Gently Used,7,NY,10.33,29347.53,Company C,16.47,46791.27,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
6/27/2023,1665,Apparel,Coats,Generic,New,XXL,Chicago,5034.26,8382042.9,Company H,3.43,5710.95,"9 Partner Blvd, Company H Town, Region 09",Relief,School
6/26/2023,2958,Footwear,Sneakers,Brand C,Gently Used,10,NY,4.83,14287.14,Company J,3.32,9820.56,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
6/19/2023,3620,Footwear,Sneakers,Brand A,Worn,7,NY,0.27,977.4,Company H,5.05,18281,"9 Partner Blvd, Company H Town, Region 09",Relief,School
7/3/2023,2423,Footwear,Boots,Brand B,Worn,10,Atlanta,35.81,86767.63,Company A,5.05,12236.15,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,General
7/7/2023,1474,Footwear,Sneakers,Brand C,Gently Used,12,LA,128.69,189689.06,Company C,15.11,22272.14,"3 Partner Blvd, Company C Town, Region 03",Relief,General
6/27/2023,3131,Footwear,Sneakers,Brand C,Worn,12,Atlanta,1.99,6230.69,Everything Else,1.81,5667.11,"7 Partner Blvd, Everything Else Town, Region 07",Relief,Winter
6/19/2023,2216,Apparel,Coats,Generic,Gently Used,XL,Atlanta,4.96,10991.36,Company H,4.79,10614.64,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
7/4/2023,2515,Footwear,Sneakers,Brand C,Worn,5,Chicago,26.78,67351.7,Company C,13.37,33625.55,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
6/22/2023,1599,Footwear,Boots,Brand C,New,9,Atlanta,0.42,671.58,Company E,10.91,17445.09,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
7/2/2023,1874,Footwear,Sneakers,Brand A,Gently Used,7,Chicago,71.42,133841.08,Company F,6.66,12480.84,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
6/27/2023,3349,Apparel,Shirts,Generic,Gently Used,L,Chicago,0.24,803.76,Company E,13.24,44340.76,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
6/26/2023,3521,Apparel,Coats,Brand C,Worn,S,Nashville,132.46,466391.66,Company E,14.38,50631.98,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
6/28/2023,1552,Footwear,Sneakers,Brand B,Gently Used,11,Chicago,1.52,2359.04,Company C,19.03,29534.56,"3 Partner Blvd, Company C Town, Region 03",Relief,General
7/8/2023,1501,Footwear,Sneakers,Brand C,Gently Used,12,NY,127.97,192082.97,Company F,0.28,420.28,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
6/27/2023,1625,Apparel,Shirts,Brand C,Gently Used,L,NY,0.09,146.25,Company E,14.83,24098.75,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
6/28/2023,4890,Footwear,Sneakers,Brand A,Worn,12,Chicago,58,283620,Company F,2.37,11589.3,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
7/6/2023,6959,Footwear,Sneakers,Generic,Gently Used,11,LA,14.77,102784.43,Company C,13.6,94642.4,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/22/2023,5687,Apparel,Shirts,Generic,Gently Used,L,Chicago,11.57,65798.59,Company C,16.33,92868.71,"3 Partner Blvd, Company C Town, Region 03",Relief,School
7/5/2023,1923,Footwear,Sneakers,Brand C,Gently Used,8,NY,3676.47,7069851.81,Company E,10.9,20960.7,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
6/22/2023,1958,Footwear,Sneakers,Generic,Gently Used,5,NY,280.79,549786.82,Company E,12.74,24944.92,"5 Partner Blvd, Company E Town, Region 05",Relief,General
7/1/2023,2567,Footwear,Boots,Generic,Gently Used,7,NY,2.37,6083.79,Company E,11.22,28801.74,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
7/12/2023,1105,Apparel,Shirts,Brand A,Gently Used,XXL,LA,0.33,364.65,Company H,2.18,2408.9,"9 Partner Blvd, Company H Town, Region 09",Relief,General
6/22/2023,5390,Footwear,Boots,Generic,Gently Used,12,NY,90.91,490004.9,Company C,14.62,78801.8,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
6/29/2023,2014,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,724.59,1459324.26,Company B,2.54,5115.56,"2 Partner Blvd, Company B Town, Region 02",Micro-Enterprise,General
7/8/2023,2083,Apparel,Shirts,Brand B,Gently Used,XXL,LA,0.11,229.13,Company C,13.55,28224.65,"3 Partner Blvd, Company C Town, Region 03",Relief,General
6/26/2023,2443,Footwear,Sneakers,Brand B,New,11,Chicago,60.98,148974.14,Company E,15.48,37817.64,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
6/24/2023,2478,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,0.04,99.12,Company H,5.18,12836.04,"9 Partner Blvd, Company H Town, Region 09",Relief,General
6/22/2023,1849,Footwear,Boots,Brand A,Gently Used,5,NY,2.59,4788.91,Company L,9.11,16844.39,"13 Partner Blvd, Company L Town, Region 13",Relief,General
6/24/2023,2764,Footwear,Boots,Brand C,New,6,Nashville,8.08,22333.12,Company L,11.72,32394.08,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,General
6/23/2023,5637,Footwear,Sneakers,Brand C,Gently Used,10,LA,1.16,6538.92,Company E,10.2,57497.4,"5 Partner Blvd, Company E Town, Region 05",Relief,School
7/4/2023,2520,Footwear,Boots,Brand B,Gently Used,10,LA,4.51,11365.2,Company E,14.17,35708.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
7/12/2023,1801,Apparel,Shirts,Brand C,Gently Used,M,Atlanta,1448.26,2608316.26,Company F,0.67,1206.67,"6 Partner Blvd, Company F Town, Region 06",Relief,General
7/12/2023,4752,Footwear,Sneakers,Brand B,New,10,LA,171.06,812877.12,Company C,13.41,63724.32,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
6/28/2023,4970,Footwear,Boots,Brand C,New,7,Chicago,5.09,25297.3,Company C,17.65,87720.5,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
6/22/2023,2096,Footwear,Sneakers,Brand A,Gently Used,6,Atlanta,15.44,32362.24,Company F,5.07,10626.72,"6 Partner Blvd, Company F Town, Region 06",Relief,General
7/8/2023,2242,Apparel,Shirts,Generic,Gently Used,XXL,LA,1.77,3968.34,Company C,12.91,28944.22,"3 Partner Blvd, Company C Town, Region 03",Relief,School
6/30/2023,3044,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,0.05,152.2,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
6/30/2023,1035,Footwear,Sneakers,Brand A,Gently Used,8,NY,59.36,61437.6,Company E,14.66,15173.1,"5 Partner Blvd, Company E Town, Region 05",Relief,School
6/25/2023,1444,Footwear,Boots,Brand C,Gently Used,6,Nashville,0.66,953.04,Company F,8.87,12808.28,"6 Partner Blvd, Company F Town, Region 06",Relief,General
7/2/2023,3526,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,21.79,76831.54,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,General
