Date,Vendor,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,Vendor_Address,GIK_Per_Unit,Total_GIK
7/1/2023,Company 13,1828,Footwear,Sneakers,Brand C,Gently Used,12,LA,"14 Fictional St, Company 13 City, State 14",0.01,18.28
7/1/2023,Everything Else,2523,Apparel,Coats,Brand A,Gently Used,S,LA,"1 Fictional St, Everything Else City, State 01",284.96,718954.08
7/1/2023,Company 4,1364,Footwear,Sneakers,Brand A,New,6,NY,"5 Fictional St, Company 4 City, State 05",338.66,461932.24
7/1/2023,Company 15,1696,Apparel,Coats,Brand C,Gently Used,S,LA,"16 Fictional St, Company 15 City, State 16",0.07,118.72
7/1/2023,Everything Else,1583,Footwear,Boots,Brand C,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",35.01,55420.83
7/1/2023,Everything Else,2052,Footwear,Sneakers,Brand A,Gently Used,11,Atlanta,"1 Fictional St, Everything Else City, State 01",92.64,190097.28
7/1/2023,Everything Else,4452,Footwear,Sneakers,Brand B,Gently Used,8,Chicago,"1 Fictional St, Everything Else City, State 01",0.44,1958.88
7/2/2023,Everything Else,2561,Footwear,Boots,Brand C,Gently Used,11,Atlanta,"1 Fictional St, Everything Else City, State 01",0.05,128.05
7/2/2023,Company 11,2076,Footwear,Sneakers,Brand B,Gently Used,7,Nashville,"12 Fictional St, Company 11 City, State 12",1.8,3736.8
7/2/2023,Company 5,3069,Footwear,Boots,Brand B,Gently Used,7,LA,"6 Fictional St, Company 5 City, State 06",50.61,155322.09
7/2/2023,Company 1,1730,Apparel,Shirts,Brand B,Gently Used,M,LA,"2 Fictional St, Company 1 City, State 02",1.38,2387.4
7/2/2023,Company 15,1859,Apparel,Coats,Brand C,Gently Used,XXL,Chicago,"16 Fictional St, Company 15 City, State 16",1.08,2007.72
7/2/2023,Company 8,3196,Footwear,Boots,Generic,Gently Used,6,NY,"9 Fictional St, Company 8 City, State 09",3.74,11953.04
7/2/2023,Everything Else,1629,Footwear,Sneakers,Brand B,New,6,Atlanta,"1 Fictional St, Everything Else City, State 01",1.69,2753.01
7/2/2023,Everything Else,3521,Apparel,Shirts,Brand A,New,M,Atlanta,"1 Fictional St, Everything Else City, State 01",0.03,105.63
7/2/2023,Company 10,2769,Apparel,Coats,Brand A,Gently Used,S,Nashville,"11 Fictional St, Company 10 City, State 11",0.35,969.15
7/2/2023,Everything Else,3150,Apparel,Coats,Brand A,Gently Used,M,NY,"1 Fictional St, Everything Else City, State 01",701.05,2208307.5
7/2/2023,Company 9,4385,Footwear,Boots,Generic,New,6,NY,"10 Fictional St, Company 9 City, State 10",0.05,219.25
7/3/2023,Everything Else,2548,Footwear,Sneakers,Brand B,Gently Used,11,NY,"1 Fictional St, Everything Else City, State 01",359.56,916158.88
7/3/2023,Everything Else,2110,Apparel,Shirts,Brand B,Gently Used,XL,LA,"1 Fictional St, Everything Else City, State 01",24.77,52264.7
7/3/2023,Everything Else,2958,Footwear,Boots,Brand C,Gently Used,6,LA,"1 Fictional St, Everything Else City, State 01",7.48,22125.84
7/3/2023,Everything Else,2878,Apparel,Shirts,Generic,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",0.04,115.12
7/3/2023,Everything Else,3181,Footwear,Sneakers,Generic,New,10,Chicago,"1 Fictional St, Everything Else City, State 01",31.29,99533.49
7/3/2023,Everything Else,2114,Footwear,Boots,Generic,Gently Used,8,LA,"1 Fictional St, Everything Else City, State 01",176.66,373459.24
7/3/2023,Everything Else,3065,Footwear,Sneakers,Brand A,New,10,Atlanta,"1 Fictional St, Everything Else City, State 01",2.79,8551.35
7/3/2023,Everything Else,5628,Footwear,Sneakers,Brand A,Gently Used,12,LA,"1 Fictional St, Everything Else City, State 01",7.26,40859.28
7/3/2023,Everything Else,2072,Footwear,Sneakers,Brand C,New,6,Atlanta,"1 Fictional St, Everything Else City, State 01",7.44,15415.68
7/4/2023,Company 11,1403,Footwear,Boots,Brand C,Gently Used,6,Nashville,"12 Fictional St, Company 11 City, State 12",69.36,97312.08
7/4/2023,Company 2,943,Apparel,Coats,Brand A,Gently Used,XL,Atlanta,"3 Fictional St, Company 2 City, State 03",4.44,4186.92
7/4/2023,Everything Else,4243,Footwear,Boots,Brand C,New,9,NY,"1 Fictional St, Everything Else City, State 01",3566.79,15133889.97
7/4/2023,Everything Else,3987,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",32.49,129537.63
7/4/2023,Everything Else,4089,Apparel,Coats,Brand A,Gently Used,XL,NY,"1 Fictional St, Everything Else City, State 01",1.82,7441.98
7/5/2023,Company 3,3078,Footwear,Sneakers,Brand A,Worn,5,Atlanta,"4 Fictional St, Company 3 City, State 04",271.5,835677
7/5/2023,Company 4,1640,Footwear,Sneakers,Generic,Worn,11,Atlanta,"5 Fictional St, Company 4 City, State 05",0.71,1164.4
7/5/2023,Everything Else,3346,Apparel,Coats,Brand B,Gently Used,L,LA,"1 Fictional St, Everything Else City, State 01",0.04,133.84
7/5/2023,Company 2,5795,Footwear,Sneakers,Brand A,New,7,Nashville,"3 Fictional St, Company 2 City, State 03",0.68,3940.6
7/5/2023,Everything Else,7236,Footwear,Sneakers,Generic,Gently Used,7,LA,"1 Fictional St, Everything Else City, State 01",0.35,2532.6
7/5/2023,Everything Else,4137,Footwear,Boots,Brand A,New,7,Nashville,"1 Fictional St, Everything Else City, State 01",2457.68,10167422.16
7/5/2023,Company 9,2520,Footwear,Sneakers,Brand C,Gently Used,8,NY,"10 Fictional St, Company 9 City, State 10",31.89,80362.8
7/5/2023,Everything Else,2309,Footwear,Sneakers,Brand B,Gently Used,12,NY,"1 Fictional St, Everything Else City, State 01",0.32,738.88
7/6/2023,Company 5,675,Footwear,Boots,Generic,New,10,LA,"6 Fictional St, Company 5 City, State 06",14.06,9490.5
7/6/2023,Company 11,2706,Apparel,Coats,Generic,Gently Used,XXL,LA,"12 Fictional St, Company 11 City, State 12",0.64,1731.84
7/6/2023,Company 14,4310,Apparel,Shirts,Generic,Gently Used,M,NY,"15 Fictional St, Company 14 City, State 15",0.17,732.7
7/6/2023,Company 16,4753,Apparel,Shirts,Brand C,New,M,NY,"17 Fictional St, Company 16 City, State 17",708.13,3365741.89
7/6/2023,Company 2,2310,Footwear,Sneakers,Brand A,Gently Used,11,Atlanta,"3 Fictional St, Company 2 City, State 03",0.81,1871.1
7/6/2023,Company 8,6736,Apparel,Coats,Brand A,Gently Used,S,Chicago,"9 Fictional St, Company 8 City, State 09",0.06,404.16
7/6/2023,Company 3,6144,Apparel,Shirts,Brand A,Gently Used,XXL,LA,"4 Fictional St, Company 3 City, State 04",246.92,1517076.48
7/6/2023,Everything Else,1693,Footwear,Sneakers,Brand C,New,7,Atlanta,"1 Fictional St, Everything Else City, State 01",1112.12,1882819.16
7/6/2023,Company 5,1456,Footwear,Sneakers,Generic,New,6,LA,"6 Fictional St, Company 5 City, State 06",2.16,3144.96
7/7/2023,Company 8,732,Footwear,Boots,Brand C,New,7,NY,"9 Fictional St, Company 8 City, State 09",1025.05,750336.6
7/7/2023,Everything Else,1895,Footwear,Sneakers,Brand C,Worn,9,Atlanta,"1 Fictional St, Everything Else City, State 01",0.04,75.8
7/7/2023,Everything Else,3277,Footwear,Sneakers,Brand B,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",79.36,260062.72
7/7/2023,Company 3,1043,Footwear,Boots,Brand C,Gently Used,9,NY,"4 Fictional St, Company 3 City, State 04",479.98,500619.14
7/7/2023,Everything Else,2588,Footwear,Boots,Generic,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",1.78,4606.64
7/7/2023,Company 2,2941,Footwear,Sneakers,Brand C,New,6,LA,"3 Fictional St, Company 2 City, State 03",81.77,240485.57
7/7/2023,Everything Else,4132,Footwear,Sneakers,Brand C,Gently Used,6,Nashville,"1 Fictional St, Everything Else City, State 01",0.06,247.92
7/7/2023,Company 3,5884,Apparel,Shirts,Brand C,Gently Used,S,Chicago,"4 Fictional St, Company 3 City, State 04",11.69,68783.96
7/7/2023,Company 14,3065,Footwear,Boots,Generic,Gently Used,10,Nashville,"15 Fictional St, Company 14 City, State 15",45.32,138905.8
7/7/2023,Company 7,5570,Footwear,Boots,Generic,Gently Used,12,NY,"8 Fictional St, Company 7 City, State 08",62.93,350520.1
7/7/2023,Company 11,2164,Footwear,Sneakers,Brand C,Gently Used,8,Nashville,"12 Fictional St, Company 11 City, State 12",3.96,8569.44
7/7/2023,Company 3,1599,Footwear,Sneakers,Generic,Gently Used,8,Atlanta,"4 Fictional St, Company 3 City, State 04",5.49,8778.51
7/7/2023,Company 5,4513,Apparel,Coats,Brand B,Worn,L,Atlanta,"6 Fictional St, Company 5 City, State 06",82.85,373902.05
7/8/2023,Everything Else,2641,Apparel,Shirts,Brand A,Gently Used,L,LA,"1 Fictional St, Everything Else City, State 01",41.47,109522.27
7/8/2023,Everything Else,2540,Footwear,Sneakers,Brand B,New,9,Nashville,"1 Fictional St, Everything Else City, State 01",0.66,1676.4
7/8/2023,Everything Else,2162,Apparel,Shirts,Brand C,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",46.73,101030.26
7/8/2023,Company 16,3109,Footwear,Boots,Brand C,Gently Used,10,Atlanta,"17 Fictional St, Company 16 City, State 17",0.74,2300.66
7/8/2023,Company 5,3324,Footwear,Sneakers,Brand C,Gently Used,8,NY,"6 Fictional St, Company 5 City, State 06",9.79,32541.96
7/8/2023,Everything Else,1605,Footwear,Sneakers,Brand A,Gently Used,9,Chicago,"1 Fictional St, Everything Else City, State 01",0.07,112.35
7/9/2023,Company 2,3229,Footwear,Boots,Brand A,Gently Used,12,NY,"3 Fictional St, Company 2 City, State 03",49.11,158576.19
7/9/2023,Company 11,1899,Footwear,Sneakers,Brand B,Gently Used,6,NY,"12 Fictional St, Company 11 City, State 12",15.89,30175.11
7/9/2023,Everything Else,1461,Apparel,Coats,Brand C,Gently Used,XL,Nashville,"1 Fictional St, Everything Else City, State 01",0.14,204.54
7/9/2023,Everything Else,1451,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",157.78,228938.78
7/10/2023,Everything Else,1661,Footwear,Sneakers,Brand A,Worn,12,Nashville,"1 Fictional St, Everything Else City, State 01",1815.9,3016209.9
7/10/2023,Company 4,5638,Apparel,Shirts,Brand A,Gently Used,XL,Atlanta,"5 Fictional St, Company 4 City, State 05",121.14,682987.32
7/10/2023,Company 7,1156,Footwear,Sneakers,Brand C,Gently Used,8,Nashville,"8 Fictional St, Company 7 City, State 08",60.99,70504.44
7/10/2023,Everything Else,1986,Footwear,Boots,Brand B,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",9.13,18132.18
7/10/2023,Company 3,1934,Apparel,Shirts,Brand B,Gently Used,XL,LA,"4 Fictional St, Company 3 City, State 04",389.46,753215.64
7/10/2023,Everything Else,2337,Footwear,Sneakers,Brand C,Gently Used,7,Chicago,"1 Fictional St, Everything Else City, State 01",39.75,92895.75
7/10/2023,Company 3,2247,Footwear,Sneakers,Brand A,Gently Used,10,NY,"4 Fictional St, Company 3 City, State 04",0.22,494.34
7/10/2023,Everything Else,3150,Footwear,Boots,Brand A,Gently Used,7,LA,"1 Fictional St, Everything Else City, State 01",1.11,3496.5
7/10/2023,Company 2,6963,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,"3 Fictional St, Company 2 City, State 03",31.48,219195.24
7/10/2023,Company 11,7113,Footwear,Sneakers,Brand A,New,7,LA,"12 Fictional St, Company 11 City, State 12",506.02,3599320.26
7/10/2023,Company 4,432,Apparel,Shirts,Brand C,New,S,NY,"5 Fictional St, Company 4 City, State 05",0,0
7/11/2023,Company 4,3575,Apparel,Coats,Generic,Gently Used,XXL,Chicago,"5 Fictional St, Company 4 City, State 05",42.93,153474.75
7/11/2023,Company 4,6089,Footwear,Sneakers,Generic,Gently Used,9,NY,"5 Fictional St, Company 4 City, State 05",105.1,639953.9
7/11/2023,Company 8,3448,Footwear,Boots,Brand A,Gently Used,10,Nashville,"9 Fictional St, Company 8 City, State 09",19.2,66201.6
7/11/2023,Everything Else,2568,Apparel,Coats,Brand A,New,XL,Chicago,"1 Fictional St, Everything Else City, State 01",15.18,38982.24
7/11/2023,Company 4,4233,Footwear,Boots,Generic,Gently Used,8,Atlanta,"5 Fictional St, Company 4 City, State 05",108.34,458603.22
7/11/2023,Company 14,2268,Footwear,Sneakers,Brand B,New,7,Nashville,"15 Fictional St, Company 14 City, State 15",657.8,1491890.4
7/11/2023,Company 13,1499,Footwear,Boots,Brand C,Gently Used,5,Chicago,"14 Fictional St, Company 13 City, State 14",7.81,11707.19
7/11/2023,Company 3,1216,Footwear,Boots,Brand C,Gently Used,11,LA,"4 Fictional St, Company 3 City, State 04",29.91,36370.56
7/11/2023,Everything Else,2129,Footwear,Sneakers,Brand B,New,9,Nashville,"1 Fictional St, Everything Else City, State 01",0.53,1128.37
7/12/2023,Everything Else,1884,Footwear,Sneakers,Brand C,New,6,Nashville,"1 Fictional St, Everything Else City, State 01",2.84,5350.56
7/12/2023,Company 3,2691,Apparel,Coats,Brand C,Gently Used,L,NY,"4 Fictional St, Company 3 City, State 04",1.06,2852.46
7/12/2023,Company 2,4216,Footwear,Sneakers,Generic,New,9,LA,"3 Fictional St, Company 2 City, State 03",174.53,735818.48
7/12/2023,Everything Else,1216,Footwear,Sneakers,Generic,Worn,8,Atlanta,"1 Fictional St, Everything Else City, State 01",0.71,863.36
7/12/2023,Everything Else,2617,Footwear,Boots,Generic,New,9,NY,"1 Fictional St, Everything Else City, State 01",0.44,1151.48
7/12/2023,Company 9,5724,Footwear,Sneakers,Generic,Worn,6,LA,"10 Fictional St, Company 9 City, State 10",1.73,9902.52
7/12/2023,Everything Else,2469,Apparel,Coats,Generic,Gently Used,S,Chicago,"1 Fictional St, Everything Else City, State 01",0.19,469.11
7/12/2023,Company 4,1533,Apparel,Coats,Brand A,Gently Used,S,Nashville,"5 Fictional St, Company 4 City, State 05",0.11,168.63
7/12/2023,Company 9,968,Footwear,Sneakers,Generic,Gently Used,5,LA,"10 Fictional St, Company 9 City, State 10",6.04,5846.72
7/12/2023,Company 5,4025,Footwear,Sneakers,Brand B,New,7,Atlanta,"6 Fictional St, Company 5 City, State 06",37.62,151420.5
7/13/2023,Everything Else,4592,Footwear,Boots,Brand B,Worn,10,Nashville,"1 Fictional St, Everything Else City, State 01",0.08,367.36
7/13/2023,Everything Else,1410,Footwear,Boots,Brand A,Gently Used,7,NY,"1 Fictional St, Everything Else City, State 01",0.45,634.5
7/13/2023,Company 10,2578,Footwear,Boots,Brand A,New,8,NY,"11 Fictional St, Company 10 City, State 11",72.31,186415.18
7/13/2023,Everything Else,1134,Apparel,Coats,Brand C,Gently Used,XL,NY,"1 Fictional St, Everything Else City, State 01",12.14,13766.76
7/13/2023,Everything Else,3592,Footwear,Sneakers,Brand C,Gently Used,9,Nashville,"1 Fictional St, Everything Else City, State 01",11.16,40086.72
7/13/2023,Company 3,2991,Footwear,Boots,Brand C,Gently Used,6,Chicago,"4 Fictional St, Company 3 City, State 04",301.79,902653.89
7/13/2023,Everything Else,1724,Apparel,Shirts,Brand B,Worn,XXL,NY,"1 Fictional St, Everything Else City, State 01",0.4,689.6
7/14/2023,Everything Else,2567,Footwear,Sneakers,Brand A,New,9,NY,"1 Fictional St, Everything Else City, State 01",142.33,365361.11
7/14/2023,Company 5,3529,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,"6 Fictional St, Company 5 City, State 06",0.04,141.16
7/14/2023,Everything Else,2190,Apparel,Shirts,Brand B,Gently Used,L,Chicago,"1 Fictional St, Everything Else City, State 01",0.34,744.6
7/14/2023,Everything Else,2538,Apparel,Shirts,Generic,Worn,S,NY,"1 Fictional St, Everything Else City, State 01",0.65,1649.7
7/14/2023,Everything Else,2921,Footwear,Boots,Brand A,Gently Used,7,Atlanta,"1 Fictional St, Everything Else City, State 01",30.87,90171.27
7/14/2023,Everything Else,5581,Footwear,Sneakers,Brand A,Worn,11,NY,"1 Fictional St, Everything Else City, State 01",42.39,236578.59
7/14/2023,Everything Else,3255,Footwear,Boots,Brand B,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",77.89,253531.95
7/14/2023,Everything Else,4529,Footwear,Sneakers,Brand C,Gently Used,6,LA,"1 Fictional St, Everything Else City, State 01",15.13,68523.77
7/14/2023,Company 14,3755,Footwear,Sneakers,Brand C,Gently Used,5,Nashville,"15 Fictional St, Company 14 City, State 15",179.81,675186.55
7/14/2023,Company 14,3492,Footwear,Boots,Brand B,Gently Used,9,Chicago,"15 Fictional St, Company 14 City, State 15",1.65,5761.8
7/14/2023,Company 10,2360,Footwear,Sneakers,Generic,Gently Used,12,NY,"11 Fictional St, Company 10 City, State 11",10.65,25134
7/14/2023,Company 3,2280,Footwear,Sneakers,Brand A,Gently Used,6,Chicago,"4 Fictional St, Company 3 City, State 04",25.34,57775.2
7/14/2023,Everything Else,4437,Apparel,Shirts,Brand C,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",4.82,21386.34
7/14/2023,Everything Else,4852,Footwear,Sneakers,Generic,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",35.03,169965.56
7/14/2023,Company 7,3247,Footwear,Sneakers,Generic,Gently Used,6,Nashville,"8 Fictional St, Company 7 City, State 08",1990.32,6462569.04
7/15/2023,Company 3,4129,Apparel,Shirts,Brand B,New,S,NY,"4 Fictional St, Company 3 City, State 04",80.13,330856.77
7/15/2023,Everything Else,4902,Footwear,Boots,Brand C,Gently Used,11,Atlanta,"1 Fictional St, Everything Else City, State 01",32.81,160834.62
7/15/2023,Company 4,2403,Apparel,Coats,Brand A,Gently Used,XXL,NY,"5 Fictional St, Company 4 City, State 05",0.02,48.06
7/15/2023,Everything Else,1527,Footwear,Sneakers,Generic,Worn,11,Nashville,"1 Fictional St, Everything Else City, State 01",4683.41,7151567.07
7/15/2023,Everything Else,1529,Footwear,Boots,Brand C,Worn,9,Chicago,"1 Fictional St, Everything Else City, State 01",0.3,458.7
7/15/2023,Company 11,4505,Apparel,Coats,Brand B,Gently Used,XXL,LA,"12 Fictional St, Company 11 City, State 12",0.73,3288.65
7/15/2023,Company 2,2503,Footwear,Sneakers,Brand A,Gently Used,8,Nashville,"3 Fictional St, Company 2 City, State 03",97.98,245243.94
7/16/2023,Everything Else,3666,Footwear,Boots,Generic,Gently Used,5,LA,"1 Fictional St, Everything Else City, State 01",18.05,66171.3
7/16/2023,Company 5,4525,Footwear,Sneakers,Generic,Gently Used,10,NY,"6 Fictional St, Company 5 City, State 06",45.31,205027.75
7/16/2023,Everything Else,4367,Footwear,Sneakers,Generic,New,9,NY,"1 Fictional St, Everything Else City, State 01",0.45,1965.15
7/16/2023,Company 7,6448,Footwear,Sneakers,Generic,Gently Used,7,Atlanta,"8 Fictional St, Company 7 City, State 08",70.87,456969.76
7/16/2023,Company 4,2006,Footwear,Sneakers,Brand B,Gently Used,7,Atlanta,"5 Fictional St, Company 4 City, State 05",1.36,2728.16
7/16/2023,Company 3,4486,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,"4 Fictional St, Company 3 City, State 04",0,0
7/16/2023,Company 9,5833,Footwear,Sneakers,Brand C,Gently Used,5,Atlanta,"10 Fictional St, Company 9 City, State 10",25.35,147866.55
7/16/2023,Everything Else,3729,Footwear,Sneakers,Brand C,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",7.27,27109.83
7/17/2023,Company 3,4637,Footwear,Sneakers,Brand A,Gently Used,7,NY,"4 Fictional St, Company 3 City, State 04",0,0
7/17/2023,Everything Else,1454,Apparel,Coats,Brand B,New,L,NY,"1 Fictional St, Everything Else City, State 01",132.23,192262.42
7/17/2023,Company 12,987,Footwear,Boots,Brand A,Gently Used,12,Atlanta,"13 Fictional St, Company 12 City, State 13",137.56,135771.72
7/17/2023,Everything Else,6090,Apparel,Shirts,Brand C,Gently Used,M,Nashville,"1 Fictional St, Everything Else City, State 01",4.71,28683.9
7/17/2023,Company 3,3079,Footwear,Boots,Generic,New,8,NY,"4 Fictional St, Company 3 City, State 04",2.19,6743.01
7/17/2023,Everything Else,3416,Footwear,Boots,Brand A,Gently Used,6,Atlanta,"1 Fictional St, Everything Else City, State 01",1.03,3518.48
7/17/2023,Everything Else,1322,Footwear,Sneakers,Brand B,New,8,Nashville,"1 Fictional St, Everything Else City, State 01",3.96,5235.12
7/17/2023,Company 11,4414,Apparel,Coats,Brand C,Gently Used,XXL,Nashville,"12 Fictional St, Company 11 City, State 12",9.68,42727.52
7/17/2023,Company 7,2764,Footwear,Sneakers,Brand A,Gently Used,11,Chicago,"8 Fictional St, Company 7 City, State 08",3.58,9895.12
7/18/2023,Company 3,1557,Footwear,Sneakers,Brand B,Gently Used,11,LA,"4 Fictional St, Company 3 City, State 04",3.95,6150.15
7/18/2023,Company 7,6747,Footwear,Boots,Brand A,New,5,NY,"8 Fictional St, Company 7 City, State 08",75.05,506362.35
7/18/2023,Everything Else,3104,Apparel,Coats,Brand C,Gently Used,S,Nashville,"1 Fictional St, Everything Else City, State 01",0.77,2390.08
7/18/2023,Everything Else,3209,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",223.54,717339.86
7/18/2023,Company 2,3282,Apparel,Shirts,Generic,Gently Used,XL,NY,"3 Fictional St, Company 2 City, State 03",0.67,2198.94
7/18/2023,Everything Else,3067,Footwear,Sneakers,Generic,New,9,Chicago,"1 Fictional St, Everything Else City, State 01",2.33,7146.11
7/18/2023,Everything Else,2214,Footwear,Sneakers,Brand B,Gently Used,12,LA,"1 Fictional St, Everything Else City, State 01",1072.59,2374714.26
7/18/2023,Everything Else,4771,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",633.68,3023287.28
7/19/2023,Company 8,3289,Footwear,Sneakers,Brand A,Worn,10,Chicago,"9 Fictional St, Company 8 City, State 09",20.76,68279.64
7/19/2023,Everything Else,975,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",0.09,87.75
7/19/2023,Company 3,1680,Footwear,Boots,Brand A,Gently Used,12,Chicago,"4 Fictional St, Company 3 City, State 04",267.71,449752.8
7/19/2023,Everything Else,1795,Apparel,Coats,Brand C,Gently Used,S,Atlanta,"1 Fictional St, Everything Else City, State 01",5.29,9495.55
7/19/2023,Everything Else,3294,Footwear,Sneakers,Brand B,Gently Used,12,NY,"1 Fictional St, Everything Else City, State 01",459.58,1513856.52
7/19/2023,Everything Else,2511,Footwear,Boots,Brand B,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",411.76,1033929.36
7/19/2023,Company 3,2190,Footwear,Boots,Brand A,Gently Used,12,Chicago,"4 Fictional St, Company 3 City, State 04",2.21,4839.9
7/19/2023,Everything Else,2591,Footwear,Sneakers,Brand B,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",73.64,190801.24
7/19/2023,Company 11,1877,Apparel,Shirts,Generic,New,M,Nashville,"12 Fictional St, Company 11 City, State 12",3.29,6175.33
7/19/2023,Company 8,3495,Footwear,Sneakers,Brand C,Gently Used,11,Chicago,"9 Fictional St, Company 8 City, State 09",46.92,163985.4
7/20/2023,Everything Else,1974,Footwear,Sneakers,Brand C,Gently Used,10,Atlanta,"1 Fictional St, Everything Else City, State 01",211,416514
7/20/2023,Company 3,3347,Footwear,Boots,Brand C,Gently Used,12,LA,"4 Fictional St, Company 3 City, State 04",0.2,669.4
7/20/2023,Company 11,4291,Apparel,Shirts,Brand B,New,L,Nashville,"12 Fictional St, Company 11 City, State 12",3395.91,14571849.81
7/20/2023,Company 3,2670,Footwear,Boots,Brand C,Gently Used,8,NY,"4 Fictional St, Company 3 City, State 04",0.29,774.3
7/20/2023,Everything Else,883,Footwear,Boots,Generic,Gently Used,8,Chicago,"1 Fictional St, Everything Else City, State 01",2696.66,2381150.78
7/20/2023,Company 11,4411,Apparel,Coats,Brand C,New,M,LA,"12 Fictional St, Company 11 City, State 12",840.68,3708239.48
7/20/2023,Company 5,2218,Apparel,Shirts,Brand C,Gently Used,M,NY,"6 Fictional St, Company 5 City, State 06",0.12,266.16
7/20/2023,Everything Else,3580,Footwear,Sneakers,Brand C,Gently Used,6,Atlanta,"1 Fictional St, Everything Else City, State 01",133.99,479684.2
7/20/2023,Everything Else,5085,Footwear,Boots,Brand B,Worn,9,Nashville,"1 Fictional St, Everything Else City, State 01",26.11,132769.35
7/20/2023,Everything Else,1694,Apparel,Shirts,Brand A,New,XL,Chicago,"1 Fictional St, Everything Else City, State 01",142.95,242157.3
7/20/2023,Everything Else,2946,Footwear,Sneakers,Generic,New,10,NY,"1 Fictional St, Everything Else City, State 01",42.47,125116.62
7/20/2023,Company 8,5448,Footwear,Boots,Brand C,Gently Used,11,Atlanta,"9 Fictional St, Company 8 City, State 09",1.91,10405.68
7/21/2023,Everything Else,4247,Footwear,Sneakers,Brand C,Gently Used,6,LA,"1 Fictional St, Everything Else City, State 01",1.72,7304.84
7/21/2023,Company 15,1870,Footwear,Sneakers,Brand A,Gently Used,5,NY,"16 Fictional St, Company 15 City, State 16",9.49,17746.3
7/21/2023,Everything Else,2914,Footwear,Sneakers,Brand B,New,10,Nashville,"1 Fictional St, Everything Else City, State 01",0.62,1806.68
7/21/2023,Company 8,3855,Footwear,Sneakers,Brand A,Gently Used,11,Nashville,"9 Fictional St, Company 8 City, State 09",115.04,443479.2
7/21/2023,Company 3,4002,Apparel,Coats,Generic,Gently Used,XXL,Nashville,"4 Fictional St, Company 3 City, State 04",0.08,320.16
7/21/2023,Company 3,2723,Footwear,Boots,Brand A,Gently Used,8,Nashville,"4 Fictional St, Company 3 City, State 04",44.29,120601.67
7/21/2023,Everything Else,3013,Footwear,Boots,Generic,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",332.54,1001943.02
7/21/2023,Everything Else,5101,Footwear,Boots,Generic,Worn,8,NY,"1 Fictional St, Everything Else City, State 01",2.3,11732.3
7/21/2023,Company 3,3041,Footwear,Boots,Generic,Gently Used,10,NY,"4 Fictional St, Company 3 City, State 04",0.39,1185.99
7/21/2023,Everything Else,2094,Footwear,Sneakers,Generic,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",95.97,200961.18
7/21/2023,Company 14,5879,Footwear,Sneakers,Brand C,Gently Used,10,Nashville,"15 Fictional St, Company 14 City, State 15",705.49,4147575.71
7/21/2023,Company 16,2221,Apparel,Shirts,Brand C,Gently Used,XL,Chicago,"17 Fictional St, Company 16 City, State 17",111.45,247530.45
7/22/2023,Company 4,5594,Apparel,Shirts,Generic,New,L,LA,"5 Fictional St, Company 4 City, State 05",0.76,4251.44
7/22/2023,Company 19,1482,Apparel,Coats,Brand C,Gently Used,S,LA,"20 Fictional St, Company 19 City, State 20",0.07,103.74
7/22/2023,Company 7,2500,Apparel,Coats,Brand B,Worn,XXL,NY,"8 Fictional St, Company 7 City, State 08",10.5,26250
7/22/2023,Everything Else,1526,Footwear,Boots,Brand A,New,12,Nashville,"1 Fictional St, Everything Else City, State 01",1020.32,1557008.32
7/22/2023,Everything Else,2908,Footwear,Boots,Brand A,Gently Used,10,NY,"1 Fictional St, Everything Else City, State 01",668.49,1943968.92
7/22/2023,Company 3,5707,Footwear,Sneakers,Brand B,New,6,NY,"4 Fictional St, Company 3 City, State 04",0.34,1940.38
7/22/2023,Company 3,2885,Apparel,Shirts,Brand B,Worn,L,LA,"4 Fictional St, Company 3 City, State 04",217.93,628728.05
