Date,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,GIK_Per_Unit,Total_GIK,Partner,EI_Per_Unit,Total_EI,Partner_Address,Shipment_Type,Program
1/6/2020,1244,Footwear,Boots,Brand B,New,11,Chicago,0.08,99.52,Company A,1.87,2326.28,"1 Partner Blvd, Company A Town, Region 01",Relief,School
1/10/2020,5806,Footwear,Boots,Brand C,New,7,LA,26.27,152523.62,Company B,0,0,"2 Partner Blvd, Company B Town, Region 02",Relief,General
1/8/2020,2250,Footwear,Boots,Brand C,Gently Used,7,Nashville,11.7,26325,Company F,7.13,16042.5,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
12/26/2019,3388,Apparel,Shirts,Brand C,Gently Used,XXL,Chicago,414.97,1405918.36,Company F,7.68,26019.84,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
12/24/2019,1318,Footwear,Sneakers,Brand C,Gently Used,5,NY,44.87,59138.66,Company C,8.79,11585.22,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/6/2020,4680,Footwear,Sneakers,Generic,Gently Used,6,Atlanta,0.19,889.2,Company H,7.8,36504,"9 Partner Blvd, Company H Town, Region 09",Relief,School
12/21/2019,3951,Apparel,Coats,Brand A,Gently Used,XL,Nashville,0.93,3674.43,Company J,6.1,24101.1,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,General
12/31/2019,2209,Apparel,Coats,Brand A,Gently Used,M,Nashville,130.42,288097.78,Company F,9.64,21294.76,"6 Partner Blvd, Company F Town, Region 06",Relief,General
12/31/2019,2695,Footwear,Boots,Brand A,Gently Used,10,Atlanta,202.03,544470.85,Company E,10.08,27165.6,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
12/23/2019,2697,Footwear,Sneakers,Generic,New,5,Atlanta,1.72,4638.84,Company I,3.76,10140.72,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
12/26/2019,4046,Footwear,Sneakers,Brand A,New,8,NY,0.18,728.28,Company C,11.85,47945.1,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/6/2020,3493,Footwear,Sneakers,Brand C,Gently Used,8,NY,2.22,7754.46,Company E,12.1,42265.3,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/8/2020,1392,Footwear,Sneakers,Brand A,New,11,Atlanta,54.94,76476.48,Company E,12.6,17539.2,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
12/30/2019,1800,Footwear,Sneakers,Brand B,New,12,Chicago,0.63,1134,Company J,5.72,10296,"11 Partner Blvd, Company J Town, Region 11",Relief,School
12/25/2019,1993,Apparel,Shirts,Brand C,Worn,S,Nashville,0.3,597.9,Company I,4.29,8549.97,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
12/31/2019,3586,Apparel,Coats,Brand C,New,XXL,Nashville,1.41,5056.26,Company E,10.38,37222.68,"5 Partner Blvd, Company E Town, Region 05",Relief,School
1/9/2020,2718,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,3.62,9839.16,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/7/2020,2916,Footwear,Sneakers,Brand B,New,7,Chicago,10.15,29597.4,Company C,12.19,35546.04,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
12/25/2019,2296,Apparel,Shirts,Brand A,Worn,M,Nashville,4177.79,9592205.84,Company F,12.73,29228.08,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/8/2020,3104,Footwear,Boots,Generic,New,11,NY,2303.52,7150126.08,Company I,2.37,7356.48,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/3/2020,1000,Footwear,Boots,Brand A,Gently Used,5,NY,1.58,1580,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
12/30/2019,2446,Footwear,Boots,Brand A,Gently Used,7,LA,53.63,131178.98,Company C,9.85,24093.1,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/5/2020,2901,Footwear,Sneakers,Brand C,Gently Used,7,LA,0.59,1711.59,Company E,10.39,30141.39,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/6/2020,2704,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,0.34,919.36,Company L,15.43,41722.72,"13 Partner Blvd, Company L Town, Region 13",Relief,General
1/8/2020,849,Footwear,Boots,Brand B,Gently Used,10,NY,6.93,5883.57,Company K,6.08,5161.92,"12 Partner Blvd, Company K Town, Region 12",Relief,General
12/28/2019,2734,Apparel,Shirts,Brand B,New,L,Chicago,1.32,3608.88,Company E,10.77,29445.18,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/9/2020,3319,Apparel,Coats,Brand B,Gently Used,XXL,Atlanta,5.4,17922.6,Company H,4.94,16395.86,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,Winter
12/27/2019,3282,Footwear,Boots,Generic,Gently Used,5,Chicago,2281.29,7487193.78,Company F,10.71,35150.22,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
12/28/2019,1937,Footwear,Sneakers,Brand C,Gently Used,7,LA,497.52,963696.24,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
1/6/2020,1674,Apparel,Coats,Generic,Gently Used,S,Nashville,191.03,319784.22,Company E,11.85,19836.9,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
12/25/2019,2863,Footwear,Sneakers,Brand B,New,5,Atlanta,35.97,102982.11,Company C,14.9,42658.7,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/3/2020,2376,Footwear,Boots,Generic,Gently Used,10,Chicago,1554.76,3694109.76,Company F,5.58,13258.08,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
12/29/2019,1941,Footwear,Sneakers,Brand B,New,6,Chicago,6.17,11975.97,Company K,6.98,13548.18,"12 Partner Blvd, Company K Town, Region 12",Relief,School
1/6/2020,1449,Footwear,Sneakers,Brand A,Worn,5,Nashville,2.49,3608.01,Company F,8.37,12128.13,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/1/2020,5332,Footwear,Boots,Brand B,Gently Used,11,LA,10.18,54279.76,Company F,8.93,47614.76,"6 Partner Blvd, Company F Town, Region 06",Relief,School
12/27/2019,4314,Footwear,Sneakers,Brand C,Gently Used,8,NY,114.96,495937.44,Company F,9.56,41241.84,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
12/23/2019,3260,Apparel,Coats,Brand B,New,XL,Chicago,3.17,10334.2,Company C,14.33,46715.8,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/12/2020,2509,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,3.22,8078.98,Company E,13.3,33369.7,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/9/2020,2578,Apparel,Coats,Brand C,Gently Used,XL,NY,78.07,201264.46,Company C,11.02,28409.56,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
12/26/2019,3436,Footwear,Sneakers,Brand C,Gently Used,12,LA,72.68,249728.48,Company H,9.88,33947.68,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
12/24/2019,3255,Footwear,Boots,Brand C,Gently Used,10,Chicago,81.27,264533.85,Company C,10.98,35739.9,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/1/2020,8327,Footwear,Sneakers,Brand B,Gently Used,7,Nashville,0.6,4996.2,Company F,3.65,30393.55,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/10/2020,5808,Footwear,Sneakers,Brand B,Gently Used,5,Chicago,0.28,1626.24,Company I,0.01,58.08,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/3/2020,4589,Footwear,Boots,Brand C,Gently Used,5,Chicago,0.29,1330.81,Company H,5.34,24505.26,"9 Partner Blvd, Company H Town, Region 09",Relief,School
12/24/2019,2286,Footwear,Sneakers,Brand C,Gently Used,10,Nashville,52.3,119557.8,Company C,12.67,28963.62,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
12/27/2019,2541,Apparel,Coats,Brand A,Gently Used,S,Nashville,969.02,2462279.82,Company C,15.4,39131.4,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
12/24/2019,2067,Apparel,Shirts,Brand A,New,XXL,Atlanta,4.04,8350.68,Company C,16.22,33526.74,"3 Partner Blvd, Company C Town, Region 03",Relief,School
12/25/2019,3896,Apparel,Shirts,Brand C,New,S,NY,1.06,4129.76,Company L,12.97,50531.12,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,Winter
1/4/2020,2847,Footwear,Sneakers,Generic,Gently Used,12,NY,1.46,4156.62,Company C,9.27,26391.69,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/4/2020,2325,Footwear,Sneakers,Brand C,Worn,12,NY,0.15,348.75,Company F,8.37,19460.25,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/2/2020,2718,Apparel,Coats,Generic,Gently Used,L,Atlanta,0.26,706.68,Company F,4.89,13291.02,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/2/2020,2456,Footwear,Sneakers,Brand A,Gently Used,6,Atlanta,10.38,25493.28,Company C,10.25,25174,"3 Partner Blvd, Company C Town, Region 03",Relief,School
12/25/2019,1958,Footwear,Sneakers,Generic,Gently Used,10,Chicago,34.8,68138.4,Company F,9.77,19129.66,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
12/31/2019,2470,Apparel,Shirts,Brand B,Worn,L,Nashville,0.02,49.4,Company J,1.82,4495.4,"11 Partner Blvd, Company J Town, Region 11",Relief,General
1/2/2020,3399,Footwear,Boots,Generic,Gently Used,8,LA,3.23,10978.77,Company I,2.11,7171.89,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
1/3/2020,5166,Footwear,Sneakers,Generic,Gently Used,9,Chicago,17.84,92161.44,Company E,11.88,61372.08,"5 Partner Blvd, Company E Town, Region 05",Relief,School
12/26/2019,691,Footwear,Sneakers,Brand C,Gently Used,9,Nashville,0.13,89.83,Company H,9.39,6488.49,"9 Partner Blvd, Company H Town, Region 09",Relief,School
1/13/2020,1508,Footwear,Boots,Brand A,New,10,Chicago,13.48,20327.84,Company I,0.82,1236.56,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
1/9/2020,1647,Apparel,Coats,Brand B,Gently Used,XL,NY,202.87,334126.89,Company F,5.12,8432.64,"6 Partner Blvd, Company F Town, Region 06",Relief,General
12/25/2019,2758,Footwear,Sneakers,Brand B,Worn,12,NY,110.78,305531.24,Company E,5.23,14424.34,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/12/2020,2477,Footwear,Sneakers,Generic,New,7,Nashville,26.11,64674.47,Company F,9.32,23085.64,"6 Partner Blvd, Company F Town, Region 06",Relief,School
12/24/2019,3254,Footwear,Sneakers,Brand A,Gently Used,8,LA,0.05,162.7,Company F,8.91,28993.14,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/2/2020,1481,Footwear,Sneakers,Generic,Gently Used,10,NY,26.38,39068.78,Company E,11.23,16631.63,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
12/30/2019,3237,Footwear,Sneakers,Brand C,Gently Used,7,Atlanta,0.7,2265.9,Company F,11.02,35671.74,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/5/2020,2040,Footwear,Sneakers,Generic,Worn,10,Chicago,1.55,3162,Company E,12.06,24602.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/9/2020,1549,Footwear,Sneakers,Brand C,Gently Used,9,Atlanta,15.12,23420.88,Company C,10.12,15675.88,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/14/2020,2331,Footwear,Sneakers,Generic,New,9,NY,135.56,315990.36,Company E,11.35,26456.85,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/12/2020,3138,Footwear,Sneakers,Brand A,Gently Used,7,LA,9806.86,30773926.68,Company A,1.23,3859.74,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,Winter
1/7/2020,2970,Footwear,Sneakers,Brand A,New,10,NY,2753.44,8177716.8,Company D,2.45,7276.5,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,Winter
1/14/2020,1688,Footwear,Sneakers,Generic,Gently Used,9,Nashville,3.61,6093.68,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,School
12/30/2019,3666,Apparel,Coats,Brand B,Gently Used,M,Nashville,7.75,28411.5,Company F,7.4,27128.4,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/14/2020,2251,Footwear,Boots,Brand A,New,8,LA,18.58,41823.58,Company J,3.17,7135.67,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,School
12/28/2019,1994,Footwear,Sneakers,Generic,New,7,Chicago,47.23,94176.62,Company G,6.4,12761.6,"8 Partner Blvd, Company G Town, Region 08",Micro-Enterprise,Winter
1/10/2020,3591,Footwear,Sneakers,Brand B,New,5,NY,2.81,10090.71,Company C,10.64,38208.24,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/2/2020,1586,Footwear,Boots,Brand B,New,10,NY,7.01,11117.86,Company C,12.18,19317.48,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/4/2020,3818,Apparel,Coats,Brand B,New,XL,Atlanta,0.01,38.18,Company J,7.33,27985.94,"11 Partner Blvd, Company J Town, Region 11",Relief,General
1/6/2020,2729,Footwear,Sneakers,Brand B,Gently Used,8,Atlanta,17.98,49067.42,Company F,7.3,19921.7,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/4/2020,4469,Footwear,Sneakers,Brand A,New,5,Atlanta,3.42,15283.98,Company C,10.03,44824.07,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/5/2020,3695,Footwear,Sneakers,Generic,Gently Used,10,Atlanta,9.96,36802.2,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
12/27/2019,2348,Apparel,Coats,Brand A,Gently Used,XL,Atlanta,0.65,1526.2,Company C,15.2,35689.6,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/8/2020,2385,Footwear,Sneakers,Brand B,New,7,LA,0.23,548.55,Company E,14.29,34081.65,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
12/30/2019,2194,Footwear,Sneakers,Brand C,Gently Used,11,Chicago,18.52,40632.88,Company F,8.29,18188.26,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
12/26/2019,1516,Footwear,Boots,Generic,Worn,10,LA,8.1,12279.6,Company F,11.6,17585.6,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/16/2020,4027,Footwear,Boots,Brand C,New,6,NY,16.4,66042.8,Company F,7.61,30645.47,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/1/2020,2021,Apparel,Coats,Brand A,New,XXL,Atlanta,0.83,1677.43,Company E,11.1,22433.1,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/11/2020,3253,Footwear,Sneakers,Brand B,Worn,10,Atlanta,15.76,51267.28,Company L,16.95,55138.35,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,General
12/29/2019,3003,Footwear,Sneakers,Brand C,Gently Used,11,NY,22.36,67147.08,Company C,13.46,40420.38,"3 Partner Blvd, Company C Town, Region 03",Relief,School
12/31/2019,3227,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,1.09,3517.43,Company F,10.27,33141.29,"6 Partner Blvd, Company F Town, Region 06",Relief,School
12/31/2019,2385,Footwear,Sneakers,Brand C,Worn,9,Nashville,1.51,3601.35,Company F,9.35,22299.75,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/15/2020,2319,Apparel,Coats,Generic,Gently Used,L,NY,3.39,7861.41,Company F,9.81,22749.39,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
1/14/2020,3049,Apparel,Shirts,Brand C,Gently Used,L,NY,78.5,239346.5,Company J,4.11,12531.39,"11 Partner Blvd, Company J Town, Region 11",Relief,General
1/11/2020,4326,Apparel,Shirts,Generic,New,S,NY,1.27,5494.02,Company A,7.38,31925.88,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,General
12/28/2019,500,Footwear,Boots,Brand B,Gently Used,7,Chicago,0.45,225,Company F,9.28,4640,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/3/2020,1595,Footwear,Boots,Brand A,Gently Used,5,Nashville,259.9,414540.5,Company K,9.49,15136.55,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
1/7/2020,1238,Footwear,Sneakers,Brand C,Gently Used,10,Atlanta,7277.94,9010089.72,Company F,7.5,9285,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/4/2020,2804,Footwear,Boots,Generic,Gently Used,5,Nashville,427.96,1199999.84,Company F,8.82,24731.28,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/15/2020,2852,Apparel,Coats,Brand B,Gently Used,XXL,LA,35.19,100361.88,Company G,3.49,9953.48,"8 Partner Blvd, Company G Town, Region 08",Relief,General
1/13/2020,675,Footwear,Boots,Brand B,Gently Used,11,Chicago,15.62,10543.5,Company D,1.31,884.25,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,School
1/14/2020,1696,Footwear,Sneakers,Brand A,Gently Used,10,Nashville,5.7,9667.2,Company J,4.92,8344.32,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,General
1/7/2020,3242,Footwear,Sneakers,Brand B,Gently Used,5,Atlanta,0.01,32.42,Company J,0,0,"11 Partner Blvd, Company J Town, Region 11",Relief,General
12/31/2019,1327,Footwear,Boots,Generic,Gently Used,6,Chicago,0.02,26.54,Company E,9.96,13216.92,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/7/2020,2242,Footwear,Sneakers,Generic,Worn,10,Nashville,7226.7,16202261.4,Company J,4.39,9842.38,"11 Partner Blvd, Company J Town, Region 11",Relief,General
1/1/2020,2135,Footwear,Sneakers,Brand C,Gently Used,11,NY,3.04,6490.4,Company F,8.28,17677.8,"6 Partner Blvd, Company F Town, Region 06",Relief,School
12/28/2019,2586,Apparel,Shirts,Brand B,New,XXL,Atlanta,0.14,362.04,Company C,14.83,38350.38,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/2/2020,3359,Footwear,Sneakers,Brand C,Gently Used,7,NY,2.05,6885.95,Company F,7,23513,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/19/2020,2920,Footwear,Boots,Brand C,New,5,LA,0.07,204.4,Company E,13.06,38135.2,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/10/2020,2547,Apparel,Coats,Generic,New,M,Chicago,0.52,1324.44,Company F,8.16,20783.52,"6 Partner Blvd, Company F Town, Region 06",Relief,General
12/30/2019,2058,Footwear,Sneakers,Brand C,Gently Used,8,Nashville,62.59,128810.22,Company K,9.16,18851.28,"12 Partner Blvd, Company K Town, Region 12",Relief,General
1/7/2020,1898,Footwear,Sneakers,Brand A,Gently Used,10,LA,1.32,2505.36,Company A,5.77,10951.46,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,Winter
1/13/2020,2431,Apparel,Shirts,Brand B,Gently Used,XL,Nashville,1.29,3135.99,Company E,15.12,36756.72,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/10/2020,3096,Footwear,Boots,Generic,Gently Used,11,Chicago,0.78,2414.88,Company C,9.24,28607.04,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/13/2020,2665,Footwear,Sneakers,Brand B,Gently Used,5,Chicago,252.55,673045.75,Company H,8.23,21932.95,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/7/2020,1765,Apparel,Shirts,Brand B,Gently Used,L,Nashville,1432.51,2528380.15,Company F,6.49,11454.85,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
12/30/2019,2146,Footwear,Sneakers,Brand A,Gently Used,7,Chicago,3.62,7768.52,Company L,11.93,25601.78,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,School
12/29/2019,3415,Apparel,Shirts,Brand A,Worn,M,Atlanta,2.34,7991.1,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/11/2020,3495,Footwear,Sneakers,Generic,Gently Used,8,Nashville,8.96,31315.2,Company E,12.36,43198.2,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/11/2020,3624,Apparel,Shirts,Brand C,Gently Used,L,NY,8.94,32398.56,Company E,14.48,52475.52,"5 Partner Blvd, Company E Town, Region 05",Relief,School
1/17/2020,1745,Footwear,Boots,Generic,Worn,5,Atlanta,2.33,4065.85,Company E,12.21,21306.45,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/9/2020,1846,Apparel,Shirts,Brand A,Worn,XL,LA,7.03,12977.38,Company C,10.19,18810.74,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/11/2020,1651,Apparel,Shirts,Generic,Gently Used,M,LA,25.24,41671.24,Company D,5.73,9460.23,"4 Partner Blvd, Company D Town, Region 04",Relief,School
1/18/2020,4515,Apparel,Shirts,Brand A,Worn,L,LA,0.07,316.05,Company I,1.97,8894.55,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/10/2020,2270,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,13.73,31167.1,Company L,14.09,31984.3,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,Winter
1/14/2020,3165,Apparel,Coats,Brand B,Gently Used,XXL,Atlanta,3.59,11362.35,Company E,12.16,38486.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/11/2020,1692,Footwear,Sneakers,Generic,Gently Used,10,NY,3.69,6243.48,Company H,6.52,11031.84,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
1/9/2020,3997,Footwear,Boots,Generic,Gently Used,8,Atlanta,3464.3,13846807.1,Company K,8.74,34933.78,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
1/3/2020,3166,Apparel,Coats,Generic,Gently Used,XL,Nashville,1,3166,Company E,9.7,30710.2,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
12/31/2019,1016,Footwear,Sneakers,Brand C,Gently Used,11,NY,16,16256,Company C,10.98,11155.68,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/5/2020,1860,Footwear,Boots,Brand A,New,7,Chicago,14.98,27862.8,Everything Else,0,0,"7 Partner Blvd, Everything Else Town, Region 07",Relief,Winter
1/16/2020,2822,Footwear,Sneakers,Brand B,Gently Used,10,LA,57.27,161615.94,Company F,8.17,23055.74,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/13/2020,1612,Footwear,Boots,Brand C,Worn,9,LA,0.17,274.04,Company K,6.83,11009.96,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
1/20/2020,4552,Footwear,Boots,Brand A,Gently Used,8,NY,0.2,910.4,Company F,8.1,36871.2,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
1/17/2020,3267,Footwear,Sneakers,Brand A,Worn,5,Nashville,0.25,816.75,Company C,12.23,39955.41,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/16/2020,1799,Footwear,Sneakers,Brand A,Gently Used,8,LA,1.54,2770.46,Company E,12.23,22001.77,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/14/2020,3221,Footwear,Sneakers,Generic,Gently Used,9,Atlanta,341.14,1098811.94,Company I,3.55,11434.55,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/5/2020,3265,Apparel,Shirts,Brand A,New,L,Chicago,7.72,25205.8,Company E,9.79,31964.35,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/10/2020,1454,Footwear,Sneakers,Brand B,Gently Used,7,Chicago,38.66,56211.64,Company L,18.14,26375.56,"13 Partner Blvd, Company L Town, Region 13",Relief,School
12/30/2019,1002,Apparel,Coats,Generic,Gently Used,XXL,Atlanta,354.15,354858.3,Company E,7.24,7254.48,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/1/2020,1233,Footwear,Boots,Brand B,Worn,9,LA,0.25,308.25,Company E,14.88,18347.04,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/3/2020,1423,Apparel,Coats,Brand C,Gently Used,XL,NY,563.08,801262.84,Company E,13.04,18555.92,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
12/31/2019,2004,Footwear,Sneakers,Generic,Gently Used,10,Chicago,0.16,320.64,Company F,10.54,21122.16,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/10/2020,1638,Footwear,Sneakers,Brand C,Gently Used,10,Chicago,2.68,4389.84,Company D,6.15,10073.7,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,Winter
1/10/2020,3444,Footwear,Boots,Generic,Worn,9,LA,10664.94,36730053.36,Company K,9.64,33200.16,"12 Partner Blvd, Company K Town, Region 12",Relief,School
12/31/2019,3504,Apparel,Shirts,Brand B,Gently Used,XXL,NY,14.29,50072.16,Company A,4.59,16083.36,"1 Partner Blvd, Company A Town, Region 01",Relief,General
1/3/2020,2372,Footwear,Sneakers,Brand B,Gently Used,7,NY,4.09,9701.48,Company H,7.58,17979.76,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
12/30/2019,1550,Footwear,Sneakers,Brand B,Gently Used,7,Nashville,15.22,23591,Company L,11.38,17639,"13 Partner Blvd, Company L Town, Region 13",Relief,Winter
1/12/2020,1496,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,4.36,6522.56,Company K,6.29,9409.84,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,School
1/10/2020,1982,Footwear,Sneakers,Generic,New,6,NY,0.32,634.24,Company F,8.12,16093.84,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/21/2020,1678,Apparel,Coats,Generic,Gently Used,XL,Nashville,0.51,855.78,Company L,18.18,30506.04,"13 Partner Blvd, Company L Town, Region 13",Relief,Winter
1/19/2020,2060,Footwear,Sneakers,Brand B,Gently Used,11,Atlanta,164.32,338499.2,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
12/31/2019,9784,Footwear,Boots,Generic,New,11,LA,26.33,257612.72,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
1/21/2020,1834,Footwear,Sneakers,Brand C,Gently Used,11,Chicago,3.99,7317.66,Company L,20.01,36698.34,"13 Partner Blvd, Company L Town, Region 13",Relief,Winter
1/1/2020,4506,Apparel,Shirts,Generic,Gently Used,XXL,Atlanta,12.68,57136.08,Company E,10.27,46276.62,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/1/2020,3535,Apparel,Shirts,Brand C,Gently Used,S,Chicago,2.71,9579.85,Company F,8.18,28916.3,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
1/11/2020,1965,Apparel,Shirts,Brand C,Gently Used,XXL,Chicago,160.73,315834.45,Company E,16.44,32304.6,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/21/2020,2353,Footwear,Sneakers,Brand A,Gently Used,5,NY,3.05,7176.65,Company C,12.8,30118.4,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
